0.9860742065	deep fried
0.9824138169	west africa
0.9814078390	east african
0.9809957718	blue nile
0.9805642502	south african
0.9796845640	sour cream
0.9790252096	pulled pork
0.9772008338	mashed potatoes
0.9758078694	ice cream
0.9757470569	iced tea
0.9756060664	gluten free
0.9726174248	jimmy buffett
0.9723139278	collard greens
0.9710566740	french toast
0.9695069006	nile valley
0.9648759482	key west
0.9619147804	strip mall
0.9596169485	cover band
0.9561429729	jollof rice
0.9555618841	doro wat
0.9532454039	tourist trap
0.9489900285	west african
0.9448237886	misir wat
0.9444995312	fu fu
0.9395961296	parking lot
0.9308959598	alicha sega wat
0.9297301989	balloon animals
0.9264519707	sega wat
0.9261386289	ginger mint
0.9256612406	coconut shrimp
0.9214407031	gift shop
0.9196087703	pleasantly surprised
0.9080702059	tikil gomen
0.9073521387	pof pof
0.9068788242	parrot head
0.9050402340	bahama mama
0.9029148082	green beans
0.8984540084	hidden gem
0.8964691473	highly recommend
0.8949569006	pof pofs
0.8906076295	highly recommended
0.8896086751	jimmy buffet
0.8786453629	pepper soup
0.8771262304	tortilla soup
0.8761398812	dance floor
0.8705390981	_ _ _ _ _
0.8637632939	years ago
0.8624818823	taco salad
0.8532938600	_ _ _ _ _ _
0.8511971656	goat meat
0.8485559229	red lentils
0.8464997625	hot sauce
0.8132813799	las vegas
0.7946775379	edinburgh
0.7941497544	africa
0.7934182576	tempe
0.7859140844	madison
0.7805840088	salmon
0.7783324702	american
0.7775354288	tuesday
0.7765113029	indian
0.7728417564	fish tacos
0.7722834499	gomen
0.7722763756	chef
0.7710972599	yelp
0.7704076342	combination
0.7700717989	key
0.7698428895	valley
0.7694375067	arizona
0.7694251232	groupon
0.7691536509	manager
0.7688772541	sunday
0.7667019802	alicha
0.7664557235	flamingo
0.7623516852	saturday
0.7621639552	yassa
0.7619946404	dc
0.7605065211	monday
0.7604698766	cafe lalibela
0.7583559575	jerk
0.7573895182	fat
0.7556156912	saturday night
0.7552800358	parking
0.7517566359	corner
0.7512663774	vegetarian options
0.7511212917	caribbean
0.7504081826	city
0.7493085370	buffett
0.7484857691	phoenix
0.7484694147	eggs
0.7480872745	o'clock somewhere
0.7479132951	french
0.7470730053	cover
0.7464841729	pop
0.7460408377	wat
0.7451849707	friday
0.7444482327	cheeseburger in paradise
0.7430028113	tv
0.7419770555	ground
0.7414396005	street
0.7409812669	buffet
0.7388427824	white
0.7387490659	family style
0.7379947232	parrot
0.7373665107	blue
0.7372534334	cafe
0.7368230419	fruit
0.7367612707	tacos
0.7352382977	egg
0.7347269384	cheeseburger
0.7344321996	dessert
0.7339788937	tourist
0.7331650280	center
0.7319766927	cuban
0.7319269079	rock
0.7313904418	ginger
0.7313709335	shopping
0.7308698134	waitress
0.7307865467	cake
0.7307014709	lalibela
0.7303222961	taco
0.7295122106	red
